Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
2021-01-07,Confirmed,18123,9,295,4,57,377,43,1010,0,0,486,119,667,274,131,127,195,761,5051,11,0,774,3729,47,11,9,6,230,35,277,509,14,805,379,8,503,249,921,0
2021-01-08,Confirmed,18453,1,319,7,50,452,54,960,1,0,444,83,685,281,136,122,207,970,5142,1,0,614,3693,48,24,3,4,245,20,299,471,14,790,346,5,767,269,926,0
2021-01-09,Confirmed,18820,0,199,3,34,493,50,1014,0,0,519,81,675,279,84,127,236,899,5528,7,0,541,3581,67,32,16,11,206,36,248,430,5,761,298,0,1286,287,787,0
2021-01-10,Confirmed,16086,1,227,5,25,359,44,661,0,0,399,66,671,234,86,113,145,792,4545,10,0,620,3558,14,19,17,3,260,30,299,475,4,724,351,8,275,223,823,0
2021-01-11,Confirmed,12481,3,121,5,45,213,47,853,2,0,306,35,615,244,69,113,144,496,3110,3,0,485,2438,33,20,1,9,244,22,192,429,1,682,224,0,509,156,612,0
2021-01-12,Confirmed,15903,3,197,5,55,344,36,729,0,0,386,92,602,192,75,113,127,751,5507,13,0,471,2936,32,20,6,10,225,18,254,293,7,671,301,2,495,184,751,0
2021-01-13,Confirmed,17015,3,203,1,53,294,37,671,1,0,357,96,583,225,93,121,152,746,6004,5,0,456,3556,44,18,4,6,210,29,258,373,8,673,331,6,466,209,723,0
2021-01-14,Confirmed,15677,7,179,15,19,314,23,607,2,0,340,103,570,187,62,79,144,408,5490,7,0,420,3579,18,18,7,32,222,43,213,281,7,665,276,5,501,154,680,0
2021-01-15,Confirmed,15155,3,94,4,15,346,26,521,2,0,295,80,535,161,51,144,96,708,5624,2,0,429,3145,24,4,0,4,186,28,241,310,13,621,202,5,472,141,623,0
2021-01-16,Confirmed,15050,3,114,6,32,239,39,566,0,0,299,83,505,167,71,109,119,584,5960,1,0,365,2910,24,2,4,15,178,16,175,238,5,610,249,4,523,226,609,0
2021-01-17,Confirmed,13962,1,161,3,22,211,34,323,1,0,246,60,518,178,70,126,87,745,5005,7,0,355,3081,21,12,8,4,183,35,239,261,9,589,299,0,391,112,565,0
2021-01-18,Confirmed,9987,5,81,1,33,144,27,471,0,0,161,53,495,119,35,82,100,435,3346,1,14,304,1924,11,2,1,3,134,23,124,213,0,551,206,3,376,120,389,0
2021-01-19,Confirmed,13787,1,179,3,23,189,31,383,0,0,231,112,485,153,41,113,101,645,6186,5,7,304,2294,33,3,6,5,122,37,208,209,14,543,256,3,334,116,412,0
2021-01-20,Confirmed,15279,2,173,0,32,209,28,594,2,0,228,87,490,105,63,109,125,501,6815,6,9,280,3015,19,7,5,1,157,31,199,213,5,549,267,1,390,153,409,0
2021-01-21,Confirmed,14495,0,139,1,21,168,16,560,0,0,227,55,471,133,39,117,67,674,6334,5,18,301,2886,19,4,12,3,143,35,180,265,5,596,226,2,195,162,416,0
2021-01-22,Confirmed,14323,1,137,1,17,168,25,440,1,0,266,70,451,120,41,88,75,324,6753,0,2,347,2779,15,2,3,2,154,22,206,201,1,574,214,4,303,110,406,0
2021-01-23,Confirmed,14896,1,158,1,19,149,22,377,0,0,197,85,423,136,27,94,78,902,6960,2,7,291,2697,17,4,0,4,130,36,211,203,5,586,221,2,319,122,410,0
2021-01-24,Confirmed,13232,0,158,1,16,131,32,298,0,0,185,53,410,128,21,73,54,573,6036,12,0,252,2752,16,5,2,0,150,30,197,167,3,569,197,0,268,54,389,0
2021-01-25,Confirmed,9098,1,56,1,25,82,61,484,0,0,148,57,390,118,35,64,74,375,3361,0,10,200,1842,11,2,0,3,130,18,159,193,1,540,148,1,194,62,252,0
2021-01-26,Confirmed,12733,0,172,1,8,160,0,321,1,0,157,70,380,96,12,74,65,529,6293,1,2,228,2405,6,6,5,2,99,32,129,125,6,523,189,1,301,39,295,0
2021-01-27,Confirmed,11556,0,111,3,17,86,40,439,1,0,96,53,353,87,39,77,70,428,5659,0,0,185,2171,4,1,3,2,138,24,188,134,1,512,147,0,168,85,234,0
2021-01-28,Confirmed,18912,0,117,3,29,134,36,6451,0,0,199,85,346,97,60,63,62,550,5771,17,0,226,2889,15,8,3,1,113,39,200,85,5,503,186,0,248,82,289,0
2021-01-29,Confirmed,13054,0,125,0,20,121,27,370,1,0,249,78,335,107,44,76,45,468,6268,9,1,171,2771,15,4,1,4,70,31,254,103,1,509,197,2,213,78,286,0
2021-01-30,Confirmed,13073,0,129,1,29,123,17,413,0,0,183,93,323,97,94,76,49,464,6282,5,9,219,2630,15,8,3,2,108,43,224,104,3,505,186,2,242,82,310,0
2021-01-31,Confirmed,11527,0,116,0,21,116,26,265,0,0,140,53,316,92,42,57,41,522,5266,1,8,226,2585,16,3,6,4,114,21,192,95,2,508,163,0,220,61,229,0
2021-02-01,Confirmed,8579,0,64,0,13,75,32,322,0,0,121,60,298,92,25,44,42,388,3459,4,12,151,1948,4,0,0,5,79,28,194,96,1,502,118,1,171,51,179,0
2021-02-02,Confirmed,11001,0,104,1,7,118,22,330,0,0,114,106,285,78,26,44,59,395,5716,2,20,168,1927,5,4,1,2,60,27,204,87,5,510,152,0,172,47,203,0
2021-02-03,Confirmed,12925,0,95,0,14,92,36,351,0,0,150,63,283,69,59,65,46,426,6356,9,3,258,2992,9,6,3,16,71,23,187,92,2,514,185,0,195,54,201,0
2021-02-04,Confirmed,12401,0,79,0,11,64,21,373,0,0,158,79,275,73,47,60,58,474,6102,5,4,166,2736,13,20,0,4,87,39,196,139,5,494,177,0,133,103,206,0
2021-02-05,Confirmed,11711,3,97,0,7,90,24,336,0,0,154,56,267,84,71,66,41,430,5610,3,15,162,2628,9,27,4,5,97,50,199,116,2,489,169,1,158,47,194,0
2021-02-06,Confirmed,12069,3,75,1,9,88,0,260,0,0,123,65,252,71,87,65,41,531,5942,1,10,197,2768,7,24,1,22,82,35,183,97,3,477,161,0,144,47,197,0
2021-02-07,Confirmed,11786,1,73,0,8,53,47,186,0,0,119,42,244,67,45,59,38,487,6075,3,2,184,2673,9,40,1,10,72,22,207,75,2,471,150,0,113,15,193,0
2021-02-08,Confirmed,8715,4,62,1,19,56,26,265,0,0,125,57,232,76,29,43,38,328,3742,6,1,193,2216,4,1,1,2,72,26,192,101,0,464,101,0,70,43,119,0
2021-02-09,Confirmed,10731,2,70,0,27,92,21,206,0,0,100,59,234,93,68,55,61,366,5214,5,12,167,2515,7,7,3,6,105,35,185,90,0,469,149,1,107,54,146,0
2021-02-10,Confirmed,12539,0,50,0,11,64,17,222,0,0,127,72,255,77,83,45,45,415,5980,4,15,141,3451,11,31,2,2,92,19,229,107,1,479,157,0,121,35,179,0
2021-02-11,Confirmed,9353,0,87,1,10,57,13,254,0,0,142,45,285,106,36,65,45,430,5281,0,6,169,652,7,7,2,7,95,25,306,111,2,481,146,0,215,48,217,0
2021-02-12,Confirmed,12137,0,68,0,8,78,19,229,2,0,141,39,268,104,30,91,36,380,5397,1,1,161,3670,11,1,1,1,58,19,246,108,3,483,143,0,103,49,188,0
2021-02-13,Confirmed,12198,2,54,0,3,44,17,229,0,0,126,41,279,82,59,60,41,419,5471,2,36,194,3611,17,5,1,7,59,24,260,110,0,477,151,0,88,44,185,0
2021-02-14,Confirmed,11706,0,55,0,5,51,18,169,0,0,150,42,247,77,21,73,41,414,4612,2,9,223,4092,13,5,0,6,73,8,234,103,2,470,146,0,101,54,190,0
2021-02-15,Confirmed,9086,0,30,1,11,44,26,274,0,0,141,40,249,108,21,64,38,368,2884,6,1,203,3365,8,0,0,0,88,20,222,82,0,455,99,0,58,47,133,0
2021-02-16,Confirmed,11592,4,60,0,5,56,29,250,0,0,94,48,263,86,19,58,32,438,4937,6,17,233,3663,9,2,3,1,60,20,247,60,3,451,129,0,105,53,151,0
2021-02-17,Confirmed,12862,1,51,0,21,38,29,311,2,0,134,46,278,82,34,84,45,378,4892,3,10,251,4787,10,1,1,0,75,18,341,101,0,454,148,2,57,44,133,0
2021-02-18,Confirmed,13237,0,67,3,14,63,30,276,0,0,130,52,263,83,16,87,38,406,4584,1,2,241,5427,2,1,3,1,63,20,268,104,5,457,163,2,143,41,181,0
2021-02-19,Confirmed,13916,0,79,0,23,67,19,259,0,0,158,45,266,93,32,81,51,386,4505,2,9,297,6112,5,5,6,0,53,14,383,93,1,448,165,0,39,26,194,0
2021-02-20,Confirmed,13919,0,54,0,16,57,26,263,0,0,152,57,258,111,22,68,37,490,4650,1,5,257,6281,3,1,2,0,65,29,352,98,1,438,157,35,114,-374,193,0
2021-02-21,Confirmed,14278,0,88,0,9,94,28,153,0,0,145,39,283,121,19,84,31,413,4070,0,3,299,6971,4,0,2,1,58,23,348,82,4,452,163,0,79,30,182,0
2021-02-22,Confirmed,10494,1,41,0,14,84,38,274,0,0,128,29,315,106,18,58,41,317,2212,1,15,294,5210,3,2,0,0,69,8,388,83,0,449,114,2,0,32,148,0
2021-02-23,Confirmed,13682,1,70,0,21,59,37,274,0,0,145,57,348,131,20,94,50,383,4034,9,21,246,6218,3,1,1,0,62,28,414,76,0,442,0,4,190,54,189,0
2021-02-24,Confirmed,16930,0,94,0,27,54,41,247,2,0,200,52,380,130,34,74,32,334,4106,11,6,346,8807,7,3,3,0,68,28,558,99,0,463,345,2,128,47,202,0
2021-02-25,Confirmed,16599,0,82,0,30,61,49,220,1,0,220,71,424,166,42,108,76,453,3677,7,9,368,8702,3,3,0,6,89,21,563,128,1,467,207,0,129,17,199,0
2021-02-26,Confirmed,16562,1,96,0,34,46,69,279,1,0,256,100,460,148,44,85,68,571,3671,2,2,332,8333,7,0,6,0,94,20,622,149,2,481,189,7,118,53,216,0
2021-02-27,Confirmed,16805,1,118,0,9,45,60,240,0,0,243,61,451,199,55,97,42,523,3792,2,26,390,8623,11,0,3,1,86,20,593,102,2,486,178,0,77,59,210,0
2021-02-28,Confirmed,15614,2,117,0,10,25,51,141,0,0,197,54,407,174,47,58,44,521,3254,0,23,363,8293,2,1,1,1,87,8,579,156,8,479,176,0,100,43,192,0
2021-03-01,Confirmed,12270,0,58,1,33,22,69,256,0,0,175,40,427,166,132,63,37,349,1938,1,15,336,6397,1,1,0,0,86,9,633,119,0,474,116,10,81,27,198,0
2021-03-02,Confirmed,14998,0,106,1,15,41,67,216,2,0,217,47,454,175,23,85,51,437,2938,0,10,331,7863,8,3,3,0,74,29,729,102,2,462,163,0,103,70,171,0
2021-03-03,Confirmed,17425,2,135,0,8,31,56,267,0,0,240,70,475,240,77,104,31,528,2765,2,7,417,9855,1,0,1,5,97,14,772,215,3,489,168,3,77,45,225,0
2021-03-04,Confirmed,16824,2,102,0,20,40,78,235,0,0,261,69,480,294,65,79,61,571,2616,3,12,440,8998,0,0,0,5,81,17,1071,156,4,482,152,2,119,100,209,0
2021-03-05,Confirmed,18324,0,124,1,29,38,76,274,0,0,312,79,515,233,72,81,44,677,2776,2,43,457,10216,3,2,1,0,91,30,808,195,3,543,166,0,127,51,255,0
2021-03-06,Confirmed,18724,0,115,0,7,22,122,290,2,0,321,70,571,323,45,79,44,580,2791,4,5,467,10187,2,0,0,1,54,19,1159,233,10,562,170,2,130,78,259,0
2021-03-07,Confirmed,18650,0,136,0,19,30,80,222,9,0,286,48,575,305,59,112,42,622,2100,1,13,429,11141,3,4,0,6,70,25,1043,176,7,567,158,0,115,59,188,0
2021-03-08,Confirmed,15353,2,74,0,14,21,79,320,5,0,239,54,555,231,79,70,53,436,1412,2,8,427,8744,5,1,0,0,59,14,1229,179,0,556,111,0,101,58,215,0
2021-03-09,Confirmed,17873,2,118,0,22,41,105,390,0,0,320,75,581,336,42,77,62,590,2316,2,15,457,9927,2,4,4,0,57,26,1027,179,1,569,142,0,147,49,188,0
2021-03-10,Confirmed,22851,0,120,1,22,44,87,456,3,0,370,69,675,359,108,97,62,760,2475,3,15,516,13659,7,6,2,0,69,24,1393,188,3,671,189,0,121,36,241,0
2021-03-11,Confirmed,23298,0,174,0,19,45,108,378,0,0,409,69,710,442,92,75,31,783,2133,2,45,530,14317,4,2,0,0,63,22,1305,203,1,685,194,1,143,69,244,0
2021-03-12,Confirmed,24845,1,210,0,21,28,135,447,4,0,431,82,715,385,88,73,57,833,1780,6,18,603,15817,1,1,1,4,64,30,1408,237,4,670,181,0,167,66,277,0
2021-03-13,Confirmed,25154,1,175,0,14,38,144,543,4,0,419,93,775,424,70,99,43,921,2035,1,16,675,15602,1,6,0,4,65,31,1510,201,1,695,216,2,0,54,276,0
2021-03-14,Confirmed,26513,1,298,0,17,50,120,475,3,0,407,66,810,440,78,105,61,934,1792,0,1,743,16620,2,5,1,0,71,15,1492,250,0,759,228,2,332,52,283,0
2021-03-15,Confirmed,24437,0,147,0,20,26,148,645,2,0,368,89,890,420,75,94,67,932,1054,5,2,797,15051,0,0,1,0,66,14,1818,251,0,836,157,0,151,60,251,0
2021-03-16,Confirmed,28869,1,261,1,22,49,147,856,5,0,425,94,954,523,119,97,76,1135,1970,11,19,817,17864,2,3,2,0,65,24,1463,241,7,867,204,11,214,65,255,0
2021-03-17,Confirmed,35838,3,253,0,33,58,201,887,0,0,536,73,1122,555,167,126,82,1275,2098,2,14,832,23179,8,2,3,0,82,52,2013,313,3,945,247,1,260,110,303,0
2021-03-18,Confirmed,39687,1,218,1,33,107,211,1066,9,0,607,98,1276,633,171,140,97,1488,1899,11,5,917,25833,2,3,3,0,84,81,2369,327,2,989,278,3,314,88,323,0
2021-03-19,Confirmed,40906,2,246,0,19,90,214,1097,10,0,716,100,1415,872,182,152,105,1587,1984,5,3,1140,25681,1,3,0,0,110,61,2470,402,3,1087,313,10,380,99,347,0
2021-03-20,Confirmed,43815,0,380,0,27,88,203,1273,7,0,813,154,1565,821,148,140,123,1798,2078,25,0,1308,27126,6,4,1,0,120,60,2578,445,5,1243,364,5,441,83,383,0
2021-03-21,Confirmed,47009,1,368,0,25,126,239,1000,10,0,823,98,1580,867,141,158,83,1715,1875,2,18,1322,30535,3,0,1,0,98,64,2644,476,2,1289,394,5,488,137,422,0
2021-03-22,Confirmed,40636,0,310,0,30,90,208,1525,4,0,888,85,1640,865,200,132,110,1445,1239,12,25,1348,24645,4,4,1,0,146,47,2299,602,0,1385,337,0,538,104,368,0
2021-03-23,Confirmed,47239,0,492,0,52,111,214,1910,7,0,1101,133,1730,895,157,157,130,2010,1985,9,6,1502,28699,13,1,3,0,113,87,2254,480,2,1437,412,6,633,94,404,0
2021-03-24,Confirmed,53419,2,585,0,41,170,249,2106,11,0,1254,140,1790,981,266,195,194,2298,2456,13,2,1712,31855,10,2,1,1,170,125,2613,669,2,1636,431,9,734,234,462,0
2021-03-25,Confirmed,59083,1,758,0,40,258,226,2419,26,0,1515,189,1961,1053,315,172,278,2523,1989,6,9,1885,35952,3,3,2,2,214,95,2661,715,2,1779,493,1,830,192,516,0
2021-03-26,Confirmed,62276,1,984,1,37,211,248,2665,17,0,1534,113,2190,1322,351,210,308,2566,1825,17,6,2091,36902,6,7,6,1,234,96,3122,853,3,1971,518,0,1028,186,646,0
2021-03-27,Confirmed,62632,1,947,2,46,195,294,3162,26,0,1558,170,2276,1383,416,271,340,2886,2055,9,0,2142,35726,3,2,3,0,210,128,2805,852,11,2089,495,10,1050,257,812,0
2021-03-28,Confirmed,68206,2,1005,0,48,351,296,2153,27,0,1881,131,2270,1392,277,309,314,3082,2216,0,1,2276,40414,9,1,2,1,290,137,2870,1081,1,2194,535,0,1447,366,827,0
2021-03-29,Confirmed,56152,6,997,0,40,239,274,1423,16,0,1904,128,2252,995,321,235,155,2792,1549,33,0,2323,31643,6,2,0,3,208,125,2868,902,0,2279,403,3,1280,109,639,0
2021-03-30,Confirmed,53237,29,993,0,53,74,265,3108,12,0,992,127,2220,980,339,359,418,2975,2389,112,3,2173,27918,2,22,3,0,218,115,2188,665,6,2342,463,0,918,128,628,0
2021-03-31,Confirmed,72113,2,1184,0,49,259,266,4563,19,0,1819,200,2360,1106,285,373,693,4225,2653,38,5,2332,39544,5,9,5,107,297,127,2944,906,2,2579,684,0,1198,293,982,0
2021-04-01,Confirmed,81398,1,1271,0,58,488,257,4617,17,0,2790,265,2410,1609,409,461,690,4234,2798,18,3,2546,43183,1,2,3,5,394,260,3161,1350,6,2817,887,24,2589,500,1274,0
2021-04-02,Confirmed,89023,0,1288,1,63,662,287,4174,20,0,3594,280,2640,1861,406,517,694,4991,2508,14,7,2777,47913,5,15,8,16,461,213,2873,1422,4,3290,965,4,2953,364,1733,0
2021-04-03,Confirmed,92994,14,1398,3,68,836,310,5818,16,0,3567,219,2815,1959,418,501,873,4373,2541,37,7,2839,49447,9,24,3,1,452,191,2686,1675,6,3446,1078,2,3187,439,1736,0
2021-04-04,Confirmed,103794,11,1730,0,69,864,341,5250,25,0,4033,265,2875,1904,404,573,787,4553,2802,29,1,3178,57074,8,16,3,1,471,227,3006,1729,6,3581,1321,14,4136,550,1957,0
2021-04-05,Confirmed,96563,7,1326,2,70,935,285,7302,27,0,3548,247,3160,2040,567,442,1086,5279,2357,48,3,3398,47288,5,4,1,2,573,180,2692,2429,6,3672,1097,3,3974,547,1961,0
2021-04-06,Confirmed,115312,7,1941,2,92,1080,319,9921,16,0,5100,387,3280,2099,428,561,1264,6150,3502,50,7,3722,55469,7,9,9,0,588,237,2905,2236,23,3645,1498,14,5895,791,2058,0
2021-04-07,Confirmed,126276,8,2331,8,195,1527,399,10310,24,0,5506,527,3575,2366,653,812,1312,6976,3502,59,19,4043,59907,12,5,8,11,791,173,2963,2801,31,3986,1914,21,6002,1109,2390,0
2021-04-08,Confirmed,131878,18,2558,12,245,1911,324,10652,30,0,7437,582,4021,2872,621,835,1882,6570,4353,91,8,4324,56286,16,25,14,5,879,293,3070,3526,6,4276,2055,37,8474,787,2783,0
2021-04-09,Confirmed,144945,12,2765,2,281,2174,422,11447,32,0,8521,428,4541,2994,662,808,1925,7955,5063,116,6,4882,58993,12,42,36,7,1282,223,3404,3970,6,5441,2478,32,9587,748,3648,0
2021-04-10,Confirmed,152565,14,3309,3,405,3469,398,14098,103,0,7897,540,5011,2937,943,1005,2373,6955,6194,146,10,4986,55411,11,39,25,12,1374,272,3239,4401,22,5989,2909,41,12748,1233,4043,0
2021-04-11,Confirmed,169914,15,3495,4,352,3756,402,10521,76,0,10774,525,5469,3440,570,915,2296,10250,6986,15,5,5939,63294,10,28,29,5,1379,306,3039,5105,54,6618,3187,48,15276,1333,4398,0
2021-04-12,Confirmed,160838,11,3263,6,583,2999,424,13576,111,0,11491,476,6021,3818,1089,991,2366,9579,5692,125,14,6489,51751,18,26,7,11,1741,512,3451,5771,5,6711,2251,10,13604,1334,4511,0
2021-04-13,Confirmed,185297,8,4228,14,590,4157,397,15121,98,0,13468,562,6690,3845,619,1269,2844,8778,7515,165,21,8998,60212,26,87,36,11,1784,418,2980,5528,25,6984,3052,62,17963,1925,4817,0
2021-04-14,Confirmed,199584,38,4157,10,385,4786,421,14250,104,0,17282,473,7410,5398,925,1086,3198,11265,8778,208,11,9720,58952,21,98,30,13,2267,476,3302,6200,21,7819,2157,39,20439,1953,5892,0
2021-04-15,Confirmed,216828,15,5086,8,499,6133,412,15256,103,0,16699,757,8152,5858,1034,1141,3480,14738,8126,186,56,10166,61695,18,97,37,42,2989,413,4311,6658,41,7987,3307,0,22339,2220,6769,0
2021-04-16,Confirmed,234002,27,6096,28,573,6253,481,14912,138,0,19486,927,8920,6277,842,1144,3843,14859,10031,245,44,11045,63729,31,121,25,22,3108,531,3891,7359,22,8449,3840,31,27360,2402,6910,0
2021-04-17,Confirmed,260895,42,7224,19,876,7870,431,16083,108,0,24375,762,9541,7717,1392,1145,3838,17489,13835,362,106,11269,67123,39,95,62,32,3144,715,4431,9046,72,9344,4446,58,27334,2757,7713,0
2021-04-18,Confirmed,275063,59,6582,20,639,8690,625,12345,184,0,25462,951,10340,7177,788,1526,3992,19067,18257,60,114,12248,68631,72,71,50,19,3664,663,4900,10262,105,10723,5093,69,30566,2630,8419,0
2021-04-19,Confirmed,256828,31,5963,65,1367,7487,612,13834,121,0,23686,940,11403,6842,1695,1516,4290,15785,13644,0,117,12897,58924,54,110,45,13,4445,565,4622,11967,9,10941,4009,32,28211,2160,8426,0
